revision,system,committer_date_readable,committer_date_unix,source_lines_of_code,architecture,binding-file,environment,extractor,kconfig-file,model-features,model-file,model-literals,model-time,model-variables
v2.6.34,linux,2010-05-16,1274044656,8415606,alpha,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/alpha/Kconfig,9820,kconfigreader/linux/v2.6.34[alpha].model,381941,10031001222,10690
v2.6.34,linux,2010-05-16,1274044656,8415606,alpha,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/alpha/Kconfig,6895,kmax/linux/v2.6.34[alpha].model,64057,60797561178,6365
v2.6.34,linux,2010-05-16,1274044656,8415606,arm,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/arm/Kconfig,10817,kconfigreader/linux/v2.6.34[arm].model,444560,11911541487,11817
v2.6.34,linux,2010-05-16,1274044656,8415606,arm,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/arm/Kconfig,7687,kmax/linux/v2.6.34[arm].model,82421,76127319418,7355
v2.6.34,linux,2010-05-16,1274044656,8415606,avr32,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/avr32/Kconfig,9878,kconfigreader/linux/v2.6.34[avr32].model,374089,10783485555,10759
v2.6.34,linux,2010-05-16,1274044656,8415606,avr32,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/avr32/Kconfig,6941,kmax/linux/v2.6.34[avr32].model,61979,58431859061,6404
v2.6.34,linux,2010-05-16,1274044656,8415606,blackfin,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/blackfin/Kconfig,10076,kconfigreader/linux/v2.6.34[blackfin].model,389510,11569705743,11964
v2.6.34,linux,2010-05-16,1274044656,8415606,blackfin,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/blackfin/Kconfig,7353,kmax/linux/v2.6.34[blackfin].model,66754,67067477887,7031
v2.6.34,linux,2010-05-16,1274044656,8415606,cris,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/cris/Kconfig,5949,kconfigreader/linux/v2.6.34[cris].model,145182,6968517003,7141
v2.6.34,linux,2010-05-16,1274044656,8415606,cris,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/cris/Kconfig,4726,kmax/linux/v2.6.34[cris].model,31439,39056228565,4283
v2.6.34,linux,2010-05-16,1274044656,8415606,frv,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/frv/Kconfig,9799,kconfigreader/linux/v2.6.34[frv].model,370123,10201250890,10670
v2.6.34,linux,2010-05-16,1274044656,8415606,frv,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/frv/Kconfig,6885,kmax/linux/v2.6.34[frv].model,60911,57699571250,6336
v2.6.34,linux,2010-05-16,1274044656,8415606,h8300,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/h8300/Kconfig,5385,kconfigreader/linux/v2.6.34[h8300].model,131504,6776138005,5942
v2.6.34,linux,2010-05-16,1274044656,8415606,h8300,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/h8300/Kconfig,4132,kmax/linux/v2.6.34[h8300].model,27485,32719128036,3606
v2.6.34,linux,2010-05-16,1274044656,8415606,ia64,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/ia64/Kconfig,9995,kconfigreader/linux/v2.6.34[ia64].model,376822,10344868745,10879
v2.6.34,linux,2010-05-16,1274044656,8415606,ia64,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/ia64/Kconfig,7004,kmax/linux/v2.6.34[ia64].model,62874,59227475016,6483
v2.6.34,linux,2010-05-16,1274044656,8415606,m32r,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/m32r/Kconfig,9806,kconfigreader/linux/v2.6.34[m32r].model,377528,9991200723,10712
v2.6.34,linux,2010-05-16,1274044656,8415606,m32r,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/m32r/Kconfig,6886,kmax/linux/v2.6.34[m32r].model,62324,58049255483,6350
v2.6.34,linux,2010-05-16,1274044656,8415606,m68k,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/m68k/Kconfig,9747,kconfigreader/linux/v2.6.34[m68k].model,329805,9928977545,10603
v2.6.34,linux,2010-05-16,1274044656,8415606,m68k,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/m68k/Kconfig,6816,kmax/linux/v2.6.34[m68k].model,54123,56675117070,6299
v2.6.34,linux,2010-05-16,1274044656,8415606,m68knommu,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/m68knommu/Kconfig,9829,kconfigreader/linux/v2.6.34[m68knommu].model,323448,9761861769,10732
v2.6.34,linux,2010-05-16,1274044656,8415606,m68knommu,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/m68knommu/Kconfig,6911,kmax/linux/v2.6.34[m68knommu].model,53045,57580549914,6391
v2.6.34,linux,2010-05-16,1274044656,8415606,microblaze,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=microblaze|ARCH=microblaze|SRCARCH=microblaze|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/microblaze/Kconfig,9723,kconfigreader/linux/v2.6.34[microblaze].model,366760,10742125602,10628
v2.6.34,linux,2010-05-16,1274044656,8415606,microblaze,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=microblaze|ARCH=microblaze|SRCARCH=microblaze|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/microblaze/Kconfig,6836,kmax/linux/v2.6.34[microblaze].model,60697,57000144056,6310
v2.6.34,linux,2010-05-16,1274044656,8415606,mips,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/mips/Kconfig,10253,kconfigreader/linux/v2.6.34[mips].model,397080,11554766376,11149
v2.6.34,linux,2010-05-16,1274044656,8415606,mips,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/mips/Kconfig,7240,kmax/linux/v2.6.34[mips].model,70674,69400101112,6765
v2.6.34,linux,2010-05-16,1274044656,8415606,mn10300,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=mn10300|ARCH=mn10300|SRCARCH=mn10300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/mn10300/Kconfig,9811,kconfigreader/linux/v2.6.34[mn10300].model,370222,10745060792,10683
v2.6.34,linux,2010-05-16,1274044656,8415606,mn10300,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=mn10300|ARCH=mn10300|SRCARCH=mn10300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/mn10300/Kconfig,6895,kmax/linux/v2.6.34[mn10300].model,60985,57785613710,6353
v2.6.34,linux,2010-05-16,1274044656,8415606,parisc,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/parisc/Kconfig,9827,kconfigreader/linux/v2.6.34[parisc].model,380922,10146310728,10693
v2.6.34,linux,2010-05-16,1274044656,8415606,parisc,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/parisc/Kconfig,6882,kmax/linux/v2.6.34[parisc].model,63108,57860645994,6354
v2.6.34,linux,2010-05-16,1274044656,8415606,powerpc,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/powerpc/Kconfig,10346,kconfigreader/linux/v2.6.34[powerpc].model,407773,11723836261,11330
v2.6.34,linux,2010-05-16,1274044656,8415606,powerpc,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/powerpc/Kconfig,7318,kmax/linux/v2.6.34[powerpc].model,71502,63097891661,6859
v2.6.34,linux,2010-05-16,1274044656,8415606,s390,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=s390|ARCH=s390|SRCARCH=s390|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/s390/Kconfig,9788,kconfigreader/linux/v2.6.34[s390].model,312333,9523589690,10662
v2.6.34,linux,2010-05-16,1274044656,8415606,s390,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=s390|ARCH=s390|SRCARCH=s390|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/s390/Kconfig,6855,kmax/linux/v2.6.34[s390].model,52598,55772139372,6339
v2.6.34,linux,2010-05-16,1274044656,8415606,score,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=score|ARCH=score|SRCARCH=score|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/score/Kconfig,9694,kconfigreader/linux/v2.6.34[score].model,299115,9544537825,10561
v2.6.34,linux,2010-05-16,1274044656,8415606,score,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=score|ARCH=score|SRCARCH=score|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/score/Kconfig,6791,kmax/linux/v2.6.34[score].model,49866,55743856963,6257
v2.6.34,linux,2010-05-16,1274044656,8415606,sh,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=sh|ARCH=sh|SRCARCH=sh|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/sh/Kconfig,10066,kconfigreader/linux/v2.6.34[sh].model,384073,10231471532,11034
v2.6.34,linux,2010-05-16,1274044656,8415606,sh,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=sh|ARCH=sh|SRCARCH=sh|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/sh/Kconfig,7110,kmax/linux/v2.6.34[sh].model,65661,63886767198,6588
v2.6.34,linux,2010-05-16,1274044656,8415606,sparc,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/sparc/Kconfig,9858,kconfigreader/linux/v2.6.34[sparc].model,376450,9842961728,10743
v2.6.34,linux,2010-05-16,1274044656,8415606,sparc,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/sparc/Kconfig,6905,kmax/linux/v2.6.34[sparc].model,62784,57890768728,6380
v2.6.34,linux,2010-05-16,1274044656,8415606,x86,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=x86|ARCH=x86|SRCARCH=x86|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/x86/Kconfig,10259,kconfigreader/linux/v2.6.34[x86].model,417166,10968106212,11224
v2.6.34,linux,2010-05-16,1274044656,8415606,x86,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=x86|ARCH=x86|SRCARCH=x86|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/x86/Kconfig,7240,kmax/linux/v2.6.34[x86].model,71398,63778907010,6729
v2.6.34,linux,2010-05-16,1274044656,8415606,xtensa,kconfigreader/kconfig-bindings/linux/v2.6.34.dumpconf,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kconfigreader,arch/xtensa/Kconfig,9779,kconfigreader/linux/v2.6.34[xtensa].model,371308,10180263259,10645
v2.6.34,linux,2010-05-16,1274044656,8415606,xtensa,kmax/kconfig-bindings/linux/v2.6.34.kextractor,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.34,kmax,arch/xtensa/Kconfig,6852,kmax/linux/v2.6.34[xtensa].model,60887,57223915094,6313
v2.6.35,linux,2010-08-01,1280700674,8705393,alpha,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/alpha/Kconfig,10363,kconfigreader/linux/v2.6.35[alpha].model,410409,11612356868,11253
v2.6.35,linux,2010-08-01,1280700674,8705393,alpha,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/alpha/Kconfig,7225,kmax/linux/v2.6.35[alpha].model,68350,65070790084,6686
v2.6.35,linux,2010-08-01,1280700674,8705393,arm,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/arm/Kconfig,11436,kconfigreader/linux/v2.6.35[arm].model,479977,12830748773,12460
v2.6.35,linux,2010-08-01,1280700674,8705393,arm,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/arm/Kconfig,8071,kmax/linux/v2.6.35[arm].model,88399,81698938803,7746
v2.6.35,linux,2010-08-01,1280700674,8705393,avr32,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/avr32/Kconfig,10420,kconfigreader/linux/v2.6.35[avr32].model,399008,10977233090,11321
v2.6.35,linux,2010-08-01,1280700674,8705393,avr32,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/avr32/Kconfig,7270,kmax/linux/v2.6.35[avr32].model,65806,62246333532,6724
v2.6.35,linux,2010-08-01,1280700674,8705393,blackfin,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/blackfin/Kconfig,10616,kconfigreader/linux/v2.6.35[blackfin].model,414357,12286407948,12518
v2.6.35,linux,2010-08-01,1280700674,8705393,blackfin,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/blackfin/Kconfig,7681,kmax/linux/v2.6.35[blackfin].model,70575,69983355755,7347
v2.6.35,linux,2010-08-01,1280700674,8705393,cris,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/cris/Kconfig,6360,kconfigreader/linux/v2.6.35[cris].model,160671,7869152576,7575
v2.6.35,linux,2010-08-01,1280700674,8705393,cris,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/cris/Kconfig,4979,kmax/linux/v2.6.35[cris].model,33966,41663596178,4522
v2.6.35,linux,2010-08-01,1280700674,8705393,frv,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/frv/Kconfig,10341,kconfigreader/linux/v2.6.35[frv].model,395065,10583717202,11232
v2.6.35,linux,2010-08-01,1280700674,8705393,frv,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/frv/Kconfig,7214,kmax/linux/v2.6.35[frv].model,64737,61268944681,6656
v2.6.35,linux,2010-08-01,1280700674,8705393,h8300,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/h8300/Kconfig,5786,kconfigreader/linux/v2.6.35[h8300].model,148285,7112443913,6363
v2.6.35,linux,2010-08-01,1280700674,8705393,h8300,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/h8300/Kconfig,4377,kmax/linux/v2.6.35[h8300].model,30062,35125760433,3836
v2.6.35,linux,2010-08-01,1280700674,8705393,ia64,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/ia64/Kconfig,10547,kconfigreader/linux/v2.6.35[ia64].model,401686,10879527432,11451
v2.6.35,linux,2010-08-01,1280700674,8705393,ia64,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/ia64/Kconfig,7340,kmax/linux/v2.6.35[ia64].model,66673,62367485607,6810
v2.6.35,linux,2010-08-01,1280700674,8705393,m32r,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/m32r/Kconfig,10348,kconfigreader/linux/v2.6.35[m32r].model,405943,11642053275,11274
v2.6.35,linux,2010-08-01,1280700674,8705393,m32r,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/m32r/Kconfig,7215,kmax/linux/v2.6.35[m32r].model,66608,62368569452,6670
v2.6.35,linux,2010-08-01,1280700674,8705393,m68k,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/m68k/Kconfig,10291,kconfigreader/linux/v2.6.35[m68k].model,350262,10663486709,11167
v2.6.35,linux,2010-08-01,1280700674,8705393,m68k,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/m68k/Kconfig,7145,kmax/linux/v2.6.35[m68k].model,57204,60225620202,6620
v2.6.35,linux,2010-08-01,1280700674,8705393,m68knommu,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/m68knommu/Kconfig,10371,kconfigreader/linux/v2.6.35[m68knommu].model,340514,11747486772,11294
v2.6.35,linux,2010-08-01,1280700674,8705393,m68knommu,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/m68knommu/Kconfig,7241,kmax/linux/v2.6.35[m68knommu].model,55748,60975843791,6711
v2.6.35,linux,2010-08-01,1280700674,8705393,microblaze,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=microblaze|ARCH=microblaze|SRCARCH=microblaze|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/microblaze/Kconfig,10267,kconfigreader/linux/v2.6.35[microblaze].model,390873,10926467071,11192
v2.6.35,linux,2010-08-01,1280700674,8705393,microblaze,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=microblaze|ARCH=microblaze|SRCARCH=microblaze|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/microblaze/Kconfig,7165,kmax/linux/v2.6.35[microblaze].model,64409,61379620036,6631
v2.6.35,linux,2010-08-01,1280700674,8705393,mips,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/mips/Kconfig,10796,kconfigreader/linux/v2.6.35[mips].model,425636,12141140950,11712
v2.6.35,linux,2010-08-01,1280700674,8705393,mips,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/mips/Kconfig,7570,kmax/linux/v2.6.35[mips].model,75005,72654899092,7086
v2.6.35,linux,2010-08-01,1280700674,8705393,mn10300,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=mn10300|ARCH=mn10300|SRCARCH=mn10300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/mn10300/Kconfig,10354,kconfigreader/linux/v2.6.35[mn10300].model,395152,11716282355,11246
v2.6.35,linux,2010-08-01,1280700674,8705393,mn10300,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=mn10300|ARCH=mn10300|SRCARCH=mn10300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/mn10300/Kconfig,7225,kmax/linux/v2.6.35[mn10300].model,64809,61057605559,6674
v2.6.35,linux,2010-08-01,1280700674,8705393,parisc,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/parisc/Kconfig,10370,kconfigreader/linux/v2.6.35[parisc].model,409418,10695122367,11256
v2.6.35,linux,2010-08-01,1280700674,8705393,parisc,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/parisc/Kconfig,7212,kmax/linux/v2.6.35[parisc].model,67399,61785211544,6675
v2.6.35,linux,2010-08-01,1280700674,8705393,powerpc,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/powerpc/Kconfig,10902,kconfigreader/linux/v2.6.35[powerpc].model,436675,12045765180,11907
v2.6.35,linux,2010-08-01,1280700674,8705393,powerpc,kmax/kconfig-bindings/linux/v2.6.35.kextractor,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kmax,arch/powerpc/Kconfig,7660,kmax/linux/v2.6.35[powerpc].model,75994,67264535771,7193
v2.6.35,linux,2010-08-01,1280700674,8705393,s390,kconfigreader/kconfig-bindings/linux/v2.6.35.dumpconf,SUBARCH=s390|ARCH=s390|SRCARCH=s390|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.35,kconfigreader,arch/s390/Kconfig,10330,kconfigreader/linux/v2.6.35[s390].model,329443,10241105406,11225
