revision,system,committer_date_readable,committer_date_unix,source_lines_of_code,architecture,binding-file,environment,extractor,kconfig-file,model-features,model-file,model-literals,model-time,model-variables
v2.6.21,linux,2007-04-26,1177556912,5304662,sh64,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=sh64|ARCH=sh64|SRCARCH=sh64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/sh64/Kconfig,4241,kmax/linux/v2.6.21[sh64].model,30360,33838741291,3916
v2.6.21,linux,2007-04-26,1177556912,5304662,sparc,kconfigreader/kconfig-bindings/linux/v2.6.21.dumpconf,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kconfigreader,arch/sparc/Kconfig,6021,kconfigreader/linux/v2.6.21[sparc].model,170899,6835674343,6570
v2.6.21,linux,2007-04-26,1177556912,5304662,sparc,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/sparc/Kconfig,4163,kmax/linux/v2.6.21[sparc].model,30297,33151149174,3861
v2.6.21,linux,2007-04-26,1177556912,5304662,sparc64,kconfigreader/kconfig-bindings/linux/v2.6.21.dumpconf,SUBARCH=sparc64|ARCH=sparc64|SRCARCH=sparc64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kconfigreader,arch/sparc64/Kconfig,6094,kconfigreader/linux/v2.6.21[sparc64].model,172926,6607478318,6652
v2.6.21,linux,2007-04-26,1177556912,5304662,sparc64,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=sparc64|ARCH=sparc64|SRCARCH=sparc64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/sparc64/Kconfig,4217,kmax/linux/v2.6.21[sparc64].model,30876,33854978598,3915
v2.6.21,linux,2007-04-26,1177556912,5304662,v850,kconfigreader/kconfig-bindings/linux/v2.6.21.dumpconf,SUBARCH=v850|ARCH=v850|SRCARCH=v850|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kconfigreader,arch/v850/Kconfig,5420,kconfigreader/linux/v2.6.21[v850].model,139737,6443467407,5941
v2.6.21,linux,2007-04-26,1177556912,5304662,v850,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=v850|ARCH=v850|SRCARCH=v850|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/v850/Kconfig,3848,kmax/linux/v2.6.21[v850].model,25482,31035767927,3535
v2.6.21,linux,2007-04-26,1177556912,5304662,x86_64,kconfigreader/kconfig-bindings/linux/v2.6.21.dumpconf,SUBARCH=x86_64|ARCH=x86_64|SRCARCH=x86_64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kconfigreader,arch/x86_64/Kconfig,6258,kconfigreader/linux/v2.6.21[x86_64].model,192966,6950431051,6846
v2.6.21,linux,2007-04-26,1177556912,5304662,x86_64,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=x86_64|ARCH=x86_64|SRCARCH=x86_64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/x86_64/Kconfig,4337,kmax/linux/v2.6.21[x86_64].model,34407,35283225071,4044
v2.6.21,linux,2007-04-26,1177556912,5304662,xtensa,kconfigreader/kconfig-bindings/linux/v2.6.21.dumpconf,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kconfigreader,arch/xtensa/Kconfig,6066,kconfigreader/linux/v2.6.21[xtensa].model,165698,6644161847,6619
v2.6.21,linux,2007-04-26,1177556912,5304662,xtensa,kmax/kconfig-bindings/linux/v2.6.21.kextractor,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.21,kmax,arch/xtensa/Kconfig,4204,kmax/linux/v2.6.21[xtensa].model,29075,33241452341,3892
v2.6.22,linux,2007-07-08,1183937537,5465319,alpha,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/alpha/Kconfig,6307,kconfigreader/linux/v2.6.22[alpha].model,223569,7188346966,6904
v2.6.22,linux,2007-07-08,1183937537,5465319,alpha,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/alpha/Kconfig,4431,kmax/linux/v2.6.22[alpha].model,39934,39745517745,4101
v2.6.22,linux,2007-07-08,1183937537,5465319,arm,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/arm/Kconfig,6591,kconfigreader/linux/v2.6.22[arm].model,267137,7934342008,7248
v2.6.22,linux,2007-07-08,1183937537,5465319,arm,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/arm/Kconfig,4692,kmax/linux/v2.6.22[arm].model,48796,43776578432,4429
v2.6.22,linux,2007-07-08,1183937537,5465319,arm26,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=arm26|ARCH=arm26|SRCARCH=arm26|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/arm26/Kconfig,5120,kconfigreader/linux/v2.6.22[arm26].model,117772,6028057840,5617
v2.6.22,linux,2007-07-08,1183937537,5465319,arm26,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=arm26|ARCH=arm26|SRCARCH=arm26|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/arm26/Kconfig,3652,kmax/linux/v2.6.22[arm26].model,21384,28740409212,3352
v2.6.22,linux,2007-07-08,1183937537,5465319,avr32,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/avr32/Kconfig,6257,kconfigreader/linux/v2.6.22[avr32].model,203144,7359085726,6862
v2.6.22,linux,2007-07-08,1183937537,5465319,avr32,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/avr32/Kconfig,4389,kmax/linux/v2.6.22[avr32].model,35368,35612094359,4046
v2.6.22,linux,2007-07-08,1183937537,5465319,blackfin,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/blackfin/Kconfig,6403,kconfigreader/linux/v2.6.22[blackfin].model,208551,7434098248,7554
v2.6.22,linux,2007-07-08,1183937537,5465319,blackfin,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/blackfin/Kconfig,4670,kmax/linux/v2.6.22[blackfin].model,37492,39158498811,4409
v2.6.22,linux,2007-07-08,1183937537,5465319,cris,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/cris/Kconfig,5294,kconfigreader/linux/v2.6.22[cris].model,119291,5923295278,6165
v2.6.22,linux,2007-07-08,1183937537,5465319,cris,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/cris/Kconfig,3888,kmax/linux/v2.6.22[cris].model,21853,31000152892,3614
v2.6.22,linux,2007-07-08,1183937537,5465319,frv,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/frv/Kconfig,6276,kconfigreader/linux/v2.6.22[frv].model,202743,7191322847,6866
v2.6.22,linux,2007-07-08,1183937537,5465319,frv,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/frv/Kconfig,4405,kmax/linux/v2.6.22[frv].model,35433,35407040170,4063
v2.6.22,linux,2007-07-08,1183937537,5465319,h8300,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/h8300/Kconfig,3728,kconfigreader/linux/v2.6.22[h8300].model,89890,5191953443,4073
v2.6.22,linux,2007-07-08,1183937537,5465319,h8300,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/h8300/Kconfig,2777,kmax/linux/v2.6.22[h8300].model,17898,21058483772,2438
v2.6.22,linux,2007-07-08,1183937537,5465319,i386,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=i386|ARCH=i386|SRCARCH=i386|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/i386/Kconfig,6571,kconfigreader/linux/v2.6.22[i386].model,239613,7726284671,7209
v2.6.22,linux,2007-07-08,1183937537,5465319,i386,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=i386|ARCH=i386|SRCARCH=i386|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/i386/Kconfig,4620,kmax/linux/v2.6.22[i386].model,43460,40424624744,4296
v2.6.22,linux,2007-07-08,1183937537,5465319,ia64,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/ia64/Kconfig,6424,kconfigreader/linux/v2.6.22[ia64].model,207011,7105466048,7041
v2.6.22,linux,2007-07-08,1183937537,5465319,ia64,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=ia64|ARCH=ia64|SRCARCH=ia64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/ia64/Kconfig,4501,kmax/linux/v2.6.22[ia64].model,36563,36810455248,4171
v2.6.22,linux,2007-07-08,1183937537,5465319,m32r,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/m32r/Kconfig,6291,kconfigreader/linux/v2.6.22[m32r].model,209541,7246479431,6924
v2.6.22,linux,2007-07-08,1183937537,5465319,m32r,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=m32r|ARCH=m32r|SRCARCH=m32r|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/m32r/Kconfig,4422,kmax/linux/v2.6.22[m32r].model,36771,36860328044,4083
v2.6.22,linux,2007-07-08,1183937537,5465319,m68k,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/m68k/Kconfig,6250,kconfigreader/linux/v2.6.22[m68k].model,214910,7589753674,6834
v2.6.22,linux,2007-07-08,1183937537,5465319,m68k,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=m68k|ARCH=m68k|SRCARCH=m68k|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/m68k/Kconfig,4368,kmax/linux/v2.6.22[m68k].model,38090,36288110396,4045
v2.6.22,linux,2007-07-08,1183937537,5465319,m68knommu,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/m68knommu/Kconfig,6333,kconfigreader/linux/v2.6.22[m68knommu].model,208180,7214839132,6964
v2.6.22,linux,2007-07-08,1183937537,5465319,m68knommu,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=m68knommu|ARCH=m68knommu|SRCARCH=m68knommu|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/m68knommu/Kconfig,4462,kmax/linux/v2.6.22[m68knommu].model,36782,37362289861,4135
v2.6.22,linux,2007-07-08,1183937537,5465319,mips,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/mips/Kconfig,6602,kconfigreader/linux/v2.6.22[mips].model,223070,7613089952,7227
v2.6.22,linux,2007-07-08,1183937537,5465319,mips,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=mips|ARCH=mips|SRCARCH=mips|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/mips/Kconfig,4669,kmax/linux/v2.6.22[mips].model,42975,46936735397,4373
v2.6.22,linux,2007-07-08,1183937537,5465319,parisc,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/parisc/Kconfig,6312,kconfigreader/linux/v2.6.22[parisc].model,223074,7422847904,6910
v2.6.22,linux,2007-07-08,1183937537,5465319,parisc,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=parisc|ARCH=parisc|SRCARCH=parisc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/parisc/Kconfig,4421,kmax/linux/v2.6.22[parisc].model,38948,36411979534,4088
v2.6.22,linux,2007-07-08,1183937537,5465319,powerpc,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/powerpc/Kconfig,6588,kconfigreader/linux/v2.6.22[powerpc].model,235980,7348128972,7248
v2.6.22,linux,2007-07-08,1183937537,5465319,powerpc,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=powerpc|ARCH=powerpc|SRCARCH=powerpc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/powerpc/Kconfig,4654,kmax/linux/v2.6.22[powerpc].model,43075,40209327011,4361
v2.6.22,linux,2007-07-08,1183937537,5465319,ppc,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=ppc|ARCH=ppc|SRCARCH=ppc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/ppc/Kconfig,6553,kconfigreader/linux/v2.6.22[ppc].model,231755,7611835310,7199
v2.6.22,linux,2007-07-08,1183937537,5465319,ppc,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=ppc|ARCH=ppc|SRCARCH=ppc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/ppc/Kconfig,4641,kmax/linux/v2.6.22[ppc].model,42839,42704968238,4341
v2.6.22,linux,2007-07-08,1183937537,5465319,s390,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=s390|ARCH=s390|SRCARCH=s390|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/s390/Kconfig,6237,kconfigreader/linux/v2.6.22[s390].model,157759,6479813147,6842
v2.6.22,linux,2007-07-08,1183937537,5465319,s390,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=s390|ARCH=s390|SRCARCH=s390|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/s390/Kconfig,4375,kmax/linux/v2.6.22[s390].model,28157,34803235722,4039
v2.6.22,linux,2007-07-08,1183937537,5465319,sh,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=sh|ARCH=sh|SRCARCH=sh|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/sh/Kconfig,6463,kconfigreader/linux/v2.6.22[sh].model,226451,7420782898,7165
v2.6.22,linux,2007-07-08,1183937537,5465319,sh,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=sh|ARCH=sh|SRCARCH=sh|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/sh/Kconfig,4599,kmax/linux/v2.6.22[sh].model,40583,40471596566,4255
v2.6.22,linux,2007-07-08,1183937537,5465319,sh64,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=sh64|ARCH=sh64|SRCARCH=sh64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/sh64/Kconfig,6297,kconfigreader/linux/v2.6.22[sh64].model,208848,7188548169,6900
v2.6.22,linux,2007-07-08,1183937537,5465319,sh64,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=sh64|ARCH=sh64|SRCARCH=sh64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/sh64/Kconfig,4423,kmax/linux/v2.6.22[sh64].model,36607,36091135108,4069
v2.6.22,linux,2007-07-08,1183937537,5465319,sparc,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/sparc/Kconfig,6217,kconfigreader/linux/v2.6.22[sparc].model,208714,7173190499,6806
v2.6.22,linux,2007-07-08,1183937537,5465319,sparc,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=sparc|ARCH=sparc|SRCARCH=sparc|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/sparc/Kconfig,4346,kmax/linux/v2.6.22[sparc].model,36567,35348309714,4014
v2.6.22,linux,2007-07-08,1183937537,5465319,sparc64,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=sparc64|ARCH=sparc64|SRCARCH=sparc64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/sparc64/Kconfig,6294,kconfigreader/linux/v2.6.22[sparc64].model,210908,7095815200,6892
v2.6.22,linux,2007-07-08,1183937537,5465319,sparc64,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=sparc64|ARCH=sparc64|SRCARCH=sparc64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/sparc64/Kconfig,4404,kmax/linux/v2.6.22[sparc64].model,37253,36180202495,4072
v2.6.22,linux,2007-07-08,1183937537,5465319,v850,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=v850|ARCH=v850|SRCARCH=v850|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/v850/Kconfig,5555,kconfigreader/linux/v2.6.22[v850].model,161765,6693359266,6111
v2.6.22,linux,2007-07-08,1183937537,5465319,v850,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=v850|ARCH=v850|SRCARCH=v850|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/v850/Kconfig,3990,kmax/linux/v2.6.22[v850].model,29386,32355517756,3647
v2.6.22,linux,2007-07-08,1183937537,5465319,x86_64,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=x86_64|ARCH=x86_64|SRCARCH=x86_64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/x86_64/Kconfig,6449,kconfigreader/linux/v2.6.22[x86_64].model,233725,7122944875,7077
v2.6.22,linux,2007-07-08,1183937537,5465319,x86_64,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=x86_64|ARCH=x86_64|SRCARCH=x86_64|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/x86_64/Kconfig,4516,kmax/linux/v2.6.22[x86_64].model,41152,37701128686,4194
v2.6.22,linux,2007-07-08,1183937537,5465319,xtensa,kconfigreader/kconfig-bindings/linux/v2.6.22.dumpconf,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kconfigreader,arch/xtensa/Kconfig,6261,kconfigreader/linux/v2.6.22[xtensa].model,202563,6996498118,6854
v2.6.22,linux,2007-07-08,1183937537,5465319,xtensa,kmax/kconfig-bindings/linux/v2.6.22.kextractor,SUBARCH=xtensa|ARCH=xtensa|SRCARCH=xtensa|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.22,kmax,arch/xtensa/Kconfig,4387,kmax/linux/v2.6.22[xtensa].model,35185,35774055722,4044
v2.6.23,linux,2007-10-09,1191961898,5518242,alpha,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/alpha/Kconfig,6504,kconfigreader/linux/v2.6.23[alpha].model,226204,7528593955,7131
v2.6.23,linux,2007-10-09,1191961898,5518242,alpha,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=alpha|ARCH=alpha|SRCARCH=alpha|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/alpha/Kconfig,4577,kmax/linux/v2.6.23[alpha].model,40082,40722450209,4235
v2.6.23,linux,2007-10-09,1191961898,5518242,arm,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/arm/Kconfig,6793,kconfigreader/linux/v2.6.23[arm].model,272432,8186492231,7480
v2.6.23,linux,2007-10-09,1191961898,5518242,arm,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=arm|ARCH=arm|SRCARCH=arm|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/arm/Kconfig,4839,kmax/linux/v2.6.23[arm].model,49700,45313849384,4572
v2.6.23,linux,2007-10-09,1191961898,5518242,avr32,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/avr32/Kconfig,6487,kconfigreader/linux/v2.6.23[avr32].model,205805,7076240848,7122
v2.6.23,linux,2007-10-09,1191961898,5518242,avr32,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=avr32|ARCH=avr32|SRCARCH=avr32|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/avr32/Kconfig,4559,kmax/linux/v2.6.23[avr32].model,35709,37108693063,4204
v2.6.23,linux,2007-10-09,1191961898,5518242,blackfin,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/blackfin/Kconfig,6616,kconfigreader/linux/v2.6.23[blackfin].model,213449,7430721681,8092
v2.6.23,linux,2007-10-09,1191961898,5518242,blackfin,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=blackfin|ARCH=blackfin|SRCARCH=blackfin|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/blackfin/Kconfig,4902,kmax/linux/v2.6.23[blackfin].model,38720,41948092199,4701
v2.6.23,linux,2007-10-09,1191961898,5518242,cris,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/cris/Kconfig,5396,kconfigreader/linux/v2.6.23[cris].model,121414,6186477709,6292
v2.6.23,linux,2007-10-09,1191961898,5518242,cris,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=cris|ARCH=cris|SRCARCH=cris|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/cris/Kconfig,3977,kmax/linux/v2.6.23[cris].model,22109,31289565786,3686
v2.6.23,linux,2007-10-09,1191961898,5518242,frv,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/frv/Kconfig,6478,kconfigreader/linux/v2.6.23[frv].model,204971,7247097423,7098
v2.6.23,linux,2007-10-09,1191961898,5518242,frv,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=frv|ARCH=frv|SRCARCH=frv|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/frv/Kconfig,4557,kmax/linux/v2.6.23[frv].model,35663,37115235661,4202
v2.6.23,linux,2007-10-09,1191961898,5518242,h8300,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/h8300/Kconfig,3827,kconfigreader/linux/v2.6.23[h8300].model,89596,5191510802,4193
v2.6.23,linux,2007-10-09,1191961898,5518242,h8300,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=h8300|ARCH=h8300|SRCARCH=h8300|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/h8300/Kconfig,2856,kmax/linux/v2.6.23[h8300].model,17679,21752127881,2510
v2.6.23,linux,2007-10-09,1191961898,5518242,i386,kconfigreader/kconfig-bindings/linux/v2.6.23.dumpconf,SUBARCH=i386|ARCH=i386|SRCARCH=i386|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kconfigreader,arch/i386/Kconfig,6776,kconfigreader/linux/v2.6.23[i386].model,242877,7802020717,7446
v2.6.23,linux,2007-10-09,1191961898,5518242,i386,kmax/kconfig-bindings/linux/v2.6.23.kextractor,SUBARCH=i386|ARCH=i386|SRCARCH=i386|srctree=.|CC=cc|LD=ld|KERNELVERSION=v2.6.23,kmax,arch/i386/Kconfig,4772,kmax/linux/v2.6.23[i386].model,43655,42403213053,4438
